Date,BKR_Open,BKR_Close,BKR_Volume,CVX_Open,CVX_Close,CVX_Volume,HAL_Open,HAL_Close,HAL_Volume,SLB_Open,SLB_Close,SLB_Volume,CTRA_Open,CTRA_Close,CTRA_Volume,Dias
2000-01-20,10.978270967127914,10.560619354248047,1822500,18.82369215556553,18.676944732666016,3419800,14.881129907429857,14.39611530303955,9798000,21.022710366262935,20.941619873046875,5076800,0.9628996634500065,0.9708570241928101,1494000,Jueves
2000-01-21,11.097600098494643,10.858942031860352,3546500,18.756996262468917,18.903743743896484,3947800,14.638628427961232,14.947274208068848,6455600,21.063257598515715,21.40789222717285,8978600,0.9549415506002494,0.9748364090919495,1321200,Viernes
2000-01-24,11.09760399174884,11.00810718536377,2326700,19.103858877956487,18.957111358642578,3536600,14.947278862836592,14.065433502197266,6052200,21.488984184895358,20.860532760620117,5464400,0.9748371067517435,0.9390267729759216,886800,Lunes
2000-01-25,10.978276070349855,10.918611526489258,1747500,18.9571064644156,18.903743743896484,3854600,14.087482403218745,14.109528541564941,5748000,20.53617460145725,20.59699249267578,6135600,0.9390267729759216,0.9390267729759216,454800,Martes
2000-01-26,11.21692913181179,10.858942031860352,2050900,19.05049250676082,18.730316162109375,2681000,14.462263806763682,13.646556854248047,8223000,20.840252301801982,20.394254684448242,6799600,0.9469833660804441,1.0026885271072388,1839600,Miercoles
2000-01-27,10.858943452696868,10.292130470275879,1144500,18.636928913238048,17.9965763092041,3550800,13.756785430908202,13.227678298950195,6704000,20.313172130584718,20.272626876831055,8198000,1.0026890120450758,0.9589205980300903,788400,Jueves
2000-01-28,10.441292513598194,9.934144020080566,1303300,17.836490137300917,17.62303924560547,4066000,12.96311902750225,12.632427215576172,7333400,20.150982820987704,19.461713790893555,6604200,0.9549417495727539,0.9549417495727539,780000,Viernes
2000-01-31,11.216929047017159,11.78374195098877,5190700,17.516309869307218,17.84982681274414,3660600,12.654476020575395,12.742660522460938,5969400,19.583355648856813,19.806354522705078,4803200,0.9509635509011956,0.9390267729759216,507600,Lunes
2000-02-01,11.783743423501445,11.515253067016602,3709300,17.796465059046813,17.75644302368164,2611600,12.808802562071287,12.830848693847656,5991200,20.09016771959769,20.7388916015625,3888400,0.9469834614910525,0.9748364090919495,682800,Martes
2000-02-02,11.51524908999179,11.216926574707031,1526300,17.64971801336522,17.636377334594727,3418800,13.139488284435336,13.095396041870117,6113400,20.92134917654642,19.94826316833496,6333000,0.9788150893652556,0.9748364090919495,357600,Miercoles
2000-02-03,11.362028431517915,11.45196533203125,2807900,17.52965536285892,17.38290786743164,3512800,13.183580398559569,13.18358039855957,4271800,20.1104423997356,19.88744354248047,4744400,0.9827936706199882,1.0026885271072388,870000,Jueves
2000-02-04,11.332049417495726,10.792428016662598,1786500,17.34288488007199,16.769235610961914,4224200,13.007214583443867,12.98516845703125,4684200,19.704997920188582,19.299545288085938,6238600,0.9987101554870605,0.9987101554870605,1333200,Viernes
2000-02-07,10.492639311516891,11.18215560913086,1412600,16.889300075727018,16.875959396362305,3135600,12.98516530894914,13.18358039855957,3883400,19.177905313509502,19.684720993041992,4456000,0.9987101554870605,0.9987101554870605,320400,Lunes
2000-02-08,11.212133107264398,10.852385520935059,1625500,17.102743719638298,16.715864181518555,3567400,13.536327533398643,13.007220268249512,4559600,19.826633709819376,19.299545288085938,3218600,0.9827938786592999,0.9788151979446411,602400,Martes
2000-02-09,10.732468807834318,10.432679176330566,1009200,16.742551159858703,16.008813858032227,4802400,12.919030884621849,12.522200584411621,6528800,19.29953773389902,18.5089054107666,5931400,0.9733891652283574,0.9694001078605652,282000,Miercoles
2000-02-10,10.372720448924563,10.822404861450195,2774000,16.128890530281286,16.39570426940918,3832600,12.367876784511346,12.500153541564941,7606400,18.812986924913197,19.157621383666992,7112800,0.9694000396383815,0.9933358430862427,1009200,Jueves
2000-02-11,10.972301912831737,10.912343978881836,1823500,16.51576306046666,15.795366287231445,5019800,12.654481156899111,12.081281661987305,6207200,19.299531416459516,18.954896926879883,5045000,0.993335835312208,0.9733890891075134,316800,Viernes
2000-02-14,11.032259796302355,11.45196533203125,1687800,15.835383684931923,15.755339622497559,5039800,12.25764955603558,12.676526069641113,6191200,18.954899202693593,19.6238956451416,4750600,0.9773787284057176,0.9654108285903931,613200,Lunes
2000-02-15,11.571877722646677,12.231414794921875,3528200,15.888754532414099,16.542448043823242,6143400,12.698566089976916,13.580410957336426,7978600,19.94826701237605,21.083534240722656,10922200,0.9694001078605652,0.9694001078605652,1842000,Martes
2000-02-16,12.111502433117526,12.141481399536133,2550100,16.736172644680284,16.74962615966797,4749200,13.756788162377697,13.800880432128906,7648400,21.347074351527475,21.40789222717285,11507000,0.9733891652283574,0.9694001078605652,1645200,Miercoles
2000-02-17,11.991585416746844,12.171459197998047,2205600,16.81689280788998,16.73617172241211,3735800,13.580410957336424,13.580410957336426,5403000,21.245711752633067,21.691709518432617,10306800,0.9654109835677338,0.9494532942771912,896400,Jueves
2000-02-18,12.171462037181126,11.78173542022705,1343500,16.682359415356306,16.39983558654785,3570400,13.404044936016025,12.941076278686523,3593800,21.793072967601002,21.5700740814209,5774400,0.9494537311664619,0.9255179166793823,561600,Viernes
2000-02-22,11.871669552989841,11.631837844848633,1394200,16.1576687760042,16.292203903198242,3526400,12.919030884621849,12.522200584411621,3786200,21.42792789148942,21.244956970214844,5059000,0.9255176850945496,0.9135497808456421,1360800,Martes
2000-02-23,11.631840626398722,11.511924743652344,1498400,16.144218379726993,15.7675199508667,3770000,12.434012908101733,12.103321075439453,3688800,20.98066520690918,20.98066520690918,4034800,0.9135501760792716,0.9055720567703247,384000,Miercoles
2000-02-24,11.511922917978588,11.901649475097656,1854400,15.780976368060575,15.377370834350586,5415600,12.169461648930948,12.500153541564941,6323200,20.98066485679313,22.26146125793457,12022800,0.901581711674887,0.9215284585952759,360000,Jueves
2000-02-25,11.90164523682037,11.541897773742676,1666700,15.498451736168372,15.296648979187012,6453400,12.500155634694286,11.882863998413086,7448000,22.200467166615958,21.793865203857422,7579800,0.913549662351745,0.9454643130302429,1336800,Viernes
2000-02-28,11.421984103188585,12.051542282104492,2230700,15.296639008374145,16.05003547668457,5097800,11.926957275186266,12.345833778381348,5269400,21.671883231896356,22.525747299194336,7540600,0.9175398275705225,0.9614216685295105,501600,Lunes
2000-02-29,12.351336041510391,12.411293983459473,2715800,16.05004685214374,16.076953887939453,4296600,12.522833410534647,13.518465042114258,7824200,22.93234668051387,24.025089263916016,9574600,0.9574320618838735,1.009292721748352,606000,Martes
2000-03-01,12.53120870175569,13.100809097290039,4533900,16.050045601157255,16.198034286499023,4633400,13.518461897173001,14.491968154907227,9905200,24.660416424419466,25.067018508911133,15547800,1.0092926269249045,1.0372182130813599,2980800,Miercoles
2000-03-02,13.040840148925781,13.640419006347656,3431300,16.22493633960122,16.292203903198242,4050400,14.44772353278266,14.934476852416992,9536200,26.347819680276725,26.55112075805664,19973800,1.0451964076529998,1.0691322088241577,1464000,Jueves
2000-03-03,13.4305717967381,12.830992698669434,2166600,16.05003547668457,16.05003547668457,4637600,14.934483689999361,14.469855308532715,7751400,26.307147524883714,25.57526397705078,12784000,1.073122702824869,1.0811008214950562,964800,Viernes
2000-03-06,12.950912162049177,13.130785942077637,1744500,16.023138277434015,15.928963661193848,2814400,14.86809900457209,14.6025972366333,5745400,25.290639787960515,25.168659210205078,7330800,1.0811002487629144,1.0970579385757446,4927200,Lunes
2000-03-07,13.070830716368972,13.940220832824707,5349000,16.050041028010995,17.435752868652344,5600000,14.624719974699984,15.75310230255127,12973200,25.371970010619652,26.734086990356445,10148000,1.1010468355158742,1.1409395933151245,1520400,Martes
2000-03-08,13.430572223215595,12.771035194396973,3916800,17.247402714690338,17.44920539855957,7262800,15.045104011846561,14.11584758758545,11930000,25.04668840468655,25.067018508911133,9460400,1.14093962847982,1.1209936141967773,4411200,Miercoles
2000-03-09,13.190745120578343,13.490534782409668,2374600,17.28776504327585,17.920080184936523,4307200,14.469845548968449,14.204343795776367,6077000,24.721400698090843,24.924701690673828,7907000,1.1170041199455463,1.101047158241272,1923600,Jueves
2000-03-10,13.430580909099055,13.070833206176758,2120800,17.987351174302646,17.30122184753418,5384600,13.983091453805354,14.005216598510742,4364800,24.802721423061282,24.945032119750977,6666000,1.1050362160516194,1.101047158241272,2874000,Viernes
2000-03-13,12.711085503254463,13.070833206176758,1759200,17.42230088988971,17.180137634277344,4170800,13.584843417839222,13.761844635009766,5174800,24.721406818680972,25.31097984313965,6680200,1.0930680716492427,1.113014817237854,902400,Lunes
2000-03-14,12.950908518283168,12.830992698669434,1400500,17.22049580799868,17.839357376098633,4209400,13.65121298593932,13.507399559020996,5844800,25.006018169590686,24.802717208862305,6117400,1.1130147702059447,1.1209936141967773,768000,Martes
2000-03-15,12.830999577103029,12.411293983459473,1055300,17.83936160123801,18.068071365356445,3756200,13.606965140541,13.407838821411133,3436600,24.51811019781277,24.030187606811523,5643800,1.1130147032685331,1.0890789031982422,525600,Miercoles
2000-03-16,12.26139600527341,13.130785942077637,1678600,17.906628141077277,18.108430862426758,5194400,13.142334774562292,13.93883991241455,6056800,23.948851136971783,24.558753967285156,8374600,1.101046995797564,1.0970579385757446,1192800,Jueves
2000-03-17,13.310662046391915,12.681103706359863,1951800,18.068075530616664,17.93354034423828,4251000,13.651210468056147,13.584835052490234,6463000,24.314796030671783,24.1724853515625,6825400,1.0850901965369975,1.101047158241272,285600,Viernes
2000-03-20,12.47124776352931,12.3213529586792,1026700,17.987360395878532,17.852825164794922,2280400,13.27508422377196,12.810456275939941,7736200,24.192828945417844,22.851041793823242,7996400,1.0970583138168364,1.073122501373291,745200,Lunes
2000-03-21,12.711085503254463,13.070833206176758,2174200,17.866266694179803,18.512035369873047,3546000,13.053838713963826,13.275090217590332,10294200,22.9526768359873,23.420269012451172,6822000,1.0771111134559876,1.113014817237854,628800,Martes
2000-03-22,13.310658084021673,12.950910568237305,8565600,18.189152013687863,18.081523895263672,2794200,13.540594726463896,13.695470809936523,12027000,23.826876330725714,24.924701690673828,8403800,1.117004225443723,1.1249830722808838,988800,Miercoles
2000-03-23,13.160773277282715,13.160773277282715,3802100,17.866269222918785,18.216060638427734,4197800,13.584839993971014,13.407838821411133,8611200,25.209330541044835,25.148340225219727,6109800,1.1289720674091013,1.1050362586975098,812400,Jueves
2000-03-24,13.760341031210762,13.430572509765625,2602300,18.242967157294277,18.431316375732422,2815200,13.783965210119883,13.806090354919434,7187200,25.85989076170704,25.432958602905273,6014600,1.1050362586975098,1.1050362586975098,432000,Viernes
2000-03-27,13.430576967389396,13.3406400680542,2057300,18.12188890715132,18.20261001586914,3774200,13.452088553006531,13.496338844299316,6980600,25.128001388238403,25.900545120239258,7670200,1.105036351644958,1.0771114826202393,2011200,Lunes
2000-03-28,12.890952373016423,13.820300102233887,4452600,17.98734886130107,18.269872665405273,3260800,13.29720899477527,13.341459274291992,10352000,25.45327396547891,25.006011962890625,6372400,1.0691326435346657,1.0651435852050781,1252800,Martes
2000-03-29,13.730365935010308,14.779629707336426,3305200,18.256421089172363,19.05017852783203,5306200,13.186589021860444,14.24859619140625,9889400,24.619758121037886,26.388477325439453,8049400,1.0372193894057966,1.1170049905776978,5056800,Miercoles
2000-03-30,14.449857373327204,14.359920501708984,3018200,19.198169970754847,19.84393882751465,7823200,14.204347304827627,14.359223365783691,8744600,26.917053676494834,25.290645599365234,6718600,1.1249822402993839,1.1489180326461792,1410000,Jueves
2000-03-31,14.35992137459684,14.50981616973877,2019300,19.85738840161182,19.897748947143555,6282000,14.447721013182203,14.55834674835205,4997600,25.697230993532667,24.8840274810791,4591600,1.1489191468803954,1.152908205986023,2131200,Viernes
2000-04-03,14.38990709258289,14.749654769897461,1484600,19.938109556080605,19.87084197998047,3577200,14.514100355260513,15.045104026794434,4905200,25.37197601106921,26.408811569213867,5759000,1.156897783279419,1.156897783279419,753600,Lunes
2000-04-04,14.839584719051015,14.50981616973877,3121700,19.924655379399546,19.332700729370117,7643400,15.045107245445251,14.160100936889648,8347600,26.347812715814918,25.75823974609375,10392000,1.1648754135087893,1.0691322088241577,1224000,Martes
2000-04-05,13.970187377929689,13.640419006347656,2198800,19.29233452933175,18.834915161132812,2959200,14.226471468021996,13.452091217041016,5415000,25.69723942643505,23.989511489868164,8733600,1.069132504369839,1.101047158241272,1375200,Miercoles
2000-04-06,13.670397949218751,13.640419006347656,1968200,18.94254357129524,19.144346237182617,2299000,13.540588908218309,13.872466087341309,6482600,24.37578234831492,24.3961124420166,7037800,1.1090268687385798,1.1170049905776978,817200,Jueves
2000-04-07,13.91023921966553,13.910239219665527,3611600,19.14435521813294,18.60621452331543,2876000,14.226472015260523,14.027345657348633,9264800,24.416446680933593,23.948854446411133,6043000,1.1170040483262125,1.093068242073059,685200,Viernes
2000-04-10,13.310652466920706,12.47124195098877,4444100,18.3909546596552,18.525489807128906,2417600,14.027346590798208,13.562718391418457,6530400,23.46092972140842,22.871356964111328,6623200,1.1010472933451334,1.0771114826202393,492000,Lunes
2000-04-11,13.250699163519817,13.79032039642334,3600100,18.633118509154155,19.090538024902344,3443400,13.806098665086143,14.226476669311523,4892200,23.115326197410916,23.725229263305664,6611200,1.0850901269638995,1.093068242073059,727200,Martes
2000-04-12,13.790319122832798,14.120087623596191,2947200,19.225068232986363,19.157800674438477,2795400,14.381338443726895,14.447713851928711,4344000,23.90819416762212,23.826873779296875,6125800,1.1489184370600427,1.1409395933151245,2733600,Miercoles
2000-04-13,14.180039978027343,13.640419006347656,1634900,19.144351039148766,18.713838577270508,5013200,14.3592293273853,13.916726112365723,4435600,23.74555110599106,23.33894920349121,4631400,1.1329610812357866,1.1489180326461792,3048000,Jueves
2000-04-14,13.400592346023359,13.610445022583008,2280000,18.72729465476272,18.44477081298828,3769400,14.005221308619262,13.761844635009766,5206400,23.21696790116022,22.83069610595703,5751000,1.1489196693245303,1.1170049905776978,1782000,Viernes
2000-04-17,13.640425205230713,13.430572509765625,2040800,18.29679142737083,17.852825164794922,3983000,13.60697078704834,13.60697078704834,5687600,22.830705389666754,22.220802307128906,5328400,1.1090257134418746,1.1209936141967773,1113600,Lunes
2000-04-18,13.550482177734375,13.640419006347656,2605700,17.81245799039966,18.20261001586914,3010400,13.806093459007801,14.757474899291992,7238800,22.647740265641318,24.030187606811523,6359200,1.1289716929290825,1.1409395933151245,805200,Martes
2000-04-19,13.640428121554251,13.700386047363281,1783600,18.148792994057533,18.24296760559082,3027000,14.668976783752443,14.668976783752441,5204000,23.969181395385224,23.989511489868164,4802800,1.1369517561023998,1.1170049905776978,1411200,Miercoles
2000-04-20,13.790319594379248,14.329940795898438,1665200,17.89317449394298,18.579303741455078,2225200,14.713216991819575,14.95659351348877,5003000,24.07083661412423,23.928525924682617,5146600,1.117004285660232,1.1449298858642578,1902000,Jueves
2000-04-24,14.479839532539764,13.910239219665527,1659600,18.364045172492776,18.3505916595459,2998400,15.17785755936448,14.73535442352295,4298200,24.233475642609335,24.1724853515625,5022400,1.1489180326461792,1.1489180326461792,1698000,Lunes
2000-04-25,13.910243833497134,14.060138702392578,1652500,18.37750177235839,18.256420135498047,3206000,15.222105621752158,14.668976783752441,5953400,24.37578773498535,24.37578773498535,5275800,1.1489189124639683,1.1928014755249023,1540800,Martes
2000-04-26,14.060140406991554,15.229320526123047,4353900,18.55239671214088,18.579303741455078,2055600,14.779607412125117,15.44336223602295,8123800,24.33513601421828,25.148340225219727,6795800,1.1928015345220047,1.1728547811508179,1492800,Miercoles
2000-04-27,15.319250530250416,15.259292602539062,4046800,18.579298987236964,19.036718368530273,2895600,15.266355184408335,16.10711097717285,12422400,25.22965230168523,25.57526397705078,7609800,1.1688658629772977,1.2007797956466675,2010000,Jueves
2000-04-28,15.199334674827712,15.259292602539062,1913400,18.821456836358742,18.32367706298828,2810200,15.952233918822639,15.642481803894043,5453600,25.24997907677475,24.904367446899414,3429000,1.2087580037839485,1.1848222017288208,1239600,Viernes
2000-05-01,15.109397579479767,15.55908203125,1932700,18.404408050912778,18.579303741455078,2961200,15.598234443341273,15.664609909057617,5129200,24.823044409751894,24.3961124420166,9229000,1.176843503589248,1.2247151136398315,1340400,Lunes
2000-05-02,15.379210548679325,16.42847442626953,3608400,18.767649628550462,19.225069046020508,3557800,15.841606341440006,16.770862579345703,8542000,24.518104513262088,25.229658126831055,7892200,1.208758072393567,1.2047690153121948,1992000,Martes
2000-05-03,16.458454004803993,15.948811531066895,2888500,19.2519750574613,18.7945556640625,2793800,16.5938560475302,16.01860237121582,6454200,24.904362953717435,24.518091201782227,6925800,1.1928015770582727,1.1768438816070557,1158000,Miercoles
2000-05-04,15.88382704598563,16.84648323059082,3408400,18.84838341250278,19.023279190063477,1928200,15.952237020147608,16.63811683654785,4925800,24.396113972914847,24.72139549255371,5382200,1.1688656888634716,1.156897783279419,1267200,Jueves
2000-05-05,16.846489914780612,16.936738967895508,2886800,19.077082560410513,19.534502029418945,2409600,16.372609151204426,16.593860626220703,5838800,24.640083589415617,25.24998664855957,3227200,1.1568978167316735,1.1728547811508179,1816800,Viernes
2000-05-08,16.81640022482191,16.84648323059082,1953700,19.601770034852365,19.763212203979492,3292000,16.68236161756885,17.12486457824707,6446000,25.168658693274672,24.904367446899414,4600400,1.1808337703440854,1.2007797956466675,2929200,Lunes
2000-05-09,16.84648929022055,16.996904373168945,1689800,19.73629728203508,19.399959564208984,1992000,17.036366712392365,17.323993682861328,5691800,24.92471098343595,25.270322799682617,4070200,1.2047692625485482,1.2685978412628174,5824800,Martes
2000-05-10,16.84648192484319,16.78631591796875,1232900,19.25197442591272,19.561405181884766,2675600,17.08061737874866,17.412494659423828,6895000,25.24997305521151,25.006011962890625,4237400,1.260619240944479,1.2566301822662354,2602800,Miercoles
2000-05-11,16.786321759223938,17.327816009521484,4473000,19.561418959733793,20.099559783935547,3395000,17.41249078083275,17.832868576049805,6565400,24.884043640136717,25.412626266479492,3292800,1.260618844810194,1.3404051065444946,3058800,Jueves
2000-05-12,17.267651902031652,17.508316040039062,2371000,20.018831075403444,20.294628143310547,3320400,17.65586696441517,17.733304977416992,7433600,25.67692264056742,26.20550537109375,5167200,1.3563623943331873,1.3244484663009644,2563200,Viernes
2000-05-15,17.688812255859375,17.688812255859375,3584700,20.193730251586185,20.23409080505371,3337600,17.6116225641424,18.253252029418945,7906600,26.022525503615704,27.05936050415039,5640200,1.3084903684084832,1.3802977800369263,2604000,Lunes
2000-05-16,17.598562240600586,17.598562240600586,2031300,20.234102004153183,20.00539207458496,3079800,18.341741041072364,18.231115341186523,6955200,26.97804958415481,26.937389373779297,5723200,1.404234458897327,1.3842884302139282,4957200,Martes
2000-05-17,17.026986056035106,18.23030662536621,3225100,19.672090972963055,19.794025421142578,3003200,18.054122924804688,18.054122924804688,8103400,26.693421529000062,26.99837303161621,5177200,1.358867990511538,1.4068280458450317,2565600,Miercoles
2000-05-18,18.23030561152057,17.40302276611328,2765900,19.84821730827531,19.699186325073242,1768400,17.965624119833073,17.567371368408203,8104000,26.266475677490234,26.266475677490234,8317400,1.4707753174907114,1.4507917165756226,48648000,Jueves
2000-05-19,17.44814577119363,17.177398681640625,1651300,19.726279808703637,20.22756576538086,2767800,17.700116581647343,18.009868621826172,5797200,26.20550199898567,25.75823974609375,6987600,1.4507922192041693,1.4188185930252075,1431600,Viernes
2000-05-22,17.177402398703958,16.45541000366211,1470600,20.335956980302882,20.39015007019043,3359600,17.611618223165145,16.770862579345703,5941800,25.43295321306538,23.928525924682617,6371800,1.4228152188311083,1.4068280458450317,2157600,Lunes
2000-05-23,16.575747650252264,17.357906341552734,2064700,20.30885192088723,20.214014053344727,2436200,16.859354048508866,17.257606506347656,4609800,24.050498087209952,24.45709991455078,6294200,1.402832021372178,1.4108256101608276,2640000,Martes
2000-05-24,17.23756096952705,16.78631591796875,1876400,20.2411066202017,20.430782318115234,3430600,17.456732297681043,17.169105529785156,4903200,24.51809666373513,24.15215492248535,4444000,1.414822091417061,1.4228156805038452,1592400,Miercoles
2000-05-25,16.78633046908429,17.026994705200195,2005900,20.349504779122327,20.20047378540039,2944800,17.16911286308417,17.102737426757812,4213400,24.152153922938094,24.091163635253906,11573000,1.4108256627799718,1.4228156805038452,1614000,Jueves
2000-05-26,17.2074880794603,16.21474838256836,1200400,20.33596570840776,19.80758285522461,2299800,17.301865346272784,16.593860626220703,2180400,24.23346953782054,23.115314483642578,3754200,1.422815653472995,1.4707757234573364,19468800,Viernes
2000-05-30,16.425329208374023,16.425329208374023,1743400,19.821121965182474,19.794025421142578,2054400,16.815702302115305,17.392494201660156,5440600,23.277962568780065,23.09499168395996,6325600,1.51873552730234,1.5347219705581665,2689200,Martes
2000-05-31,16.9668241961249,17.448152542114258,3009100,19.902410582000133,20.037893295288086,2577800,17.65871349872987,18.080215454101562,5252600,23.704894841274367,23.928525924682617,7982400,1.5507083332114215,1.5946719646453857,3282000,Miercoles
2000-06-01,17.658738325004443,17.026994705200195,2770300,20.03790590789292,19.726295471191406,2455200,17.769621722216677,18.013648986816406,5235600,23.92853319053976,23.786222457885742,6380800,1.5906757318226132,1.5587021112442017,4222800,Jueves
2000-06-02,16.906656492058527,15.432588577270508,3036000,19.509506699461376,19.631441116333008,4548400,17.747442215835495,17.12628173828125,6312000,23.725221803111413,22.688386917114258,7873400,1.4707759326969876,1.3588685989379883,3816000,Viernes
2000-06-05,15.883832153320315,15.041507720947266,2418200,19.67208475298773,19.60434341430664,2703200,17.481223243744775,16.17234992980957,6402600,23.646652014546806,22.525474548339844,6763200,1.3588677542396352,1.4148213863372803,3981600,Lunes
2000-06-06,15.161839900125983,15.763500213623047,2293600,19.617892474537744,20.132726669311523,2582000,16.41638067579761,17.215015411376953,5618800,23.035110054215835,23.361270904541016,7713000,1.414821611455572,1.4467952251434326,3295200,Martes
2000-06-07,15.974087049711995,16.124502182006836,2028300,20.349501977592748,20.024343490600586,3026200,17.281569051742554,16.86006736755371,4266800,23.503955653646717,23.442800521850586,5683000,1.4507921445886813,1.4228156805038452,3499200,Miercoles
2000-06-08,16.06432422469644,16.365154266357422,1259100,20.03789635786408,20.064992904663086,2089800,16.771336869963374,16.54949378967285,6404200,23.422413830904617,23.72818946838379,4516200,1.4068280250805176,1.4467952251434326,3373200,Jueves
2000-06-09,16.244832066127234,15.793586730957031,1201200,20.159824599390447,19.943052291870117,3247800,16.63822808115655,16.216726303100586,5134000,23.809734824654107,23.320493698120117,4499400,1.45478807970613,1.4467952251434326,876000,Viernes
2000-06-12,16.004167077715913,16.22978973388672,1503900,20.119178401028,20.132726669311523,4403400,16.54949177375586,17.148468017578125,4376200,23.64665431755957,23.819927215576172,3897400,1.4348055616423578,1.4787684679031372,1148400,Lunes
2000-06-13,16.365158180414245,16.169618606567383,1711400,19.94305187090216,19.888858795166016,3726600,17.14846434562437,17.192832946777344,5964800,24.095124529512137,24.298974990844727,4607000,1.4867618083953857,1.4867618083953857,3121200,Martes
2000-06-14,16.274914424804237,16.21474838256836,2239500,19.95659698430079,20.214014053344727,4136000,17.192837888885137,16.926626205444336,3737600,24.298964542170566,24.217424392700195,5216000,1.4867621560714386,1.494755744934082,3360000,Miercoles
2000-06-15,16.30498870990243,16.320030212402344,2324900,20.17336617924223,20.186914443969727,2941800,16.926632763237084,16.505130767822266,4982400,24.217433189859197,23.97281265258789,7113400,1.4947556445548167,1.4787684679031372,2737200,Jueves
2000-06-16,16.455418224992425,16.57575035095215,1694500,20.0785343370669,20.10563087463379,4890200,17.037544372208043,17.38140106201172,4974000,24.319348150506457,24.727048873901367,5728800,1.4907584636615259,1.5107420682907104,1993200,Viernes
2000-06-19,16.605819444977833,16.0643253326416,1105700,20.22757948211378,19.80758285522461,3055400,17.392496983210243,17.037548065185547,3835000,24.523204641963947,24.07473373413086,5023800,1.5107425131448886,1.4747724533081055,764400,Lunes
2000-06-20,16.094417104622195,15.959043502807617,2071100,19.807576279891165,19.56370735168457,3538800,16.726967442863735,16.926626205444336,5039200,24.156274795532227,24.156274795532227,5971600,1.4707754387441574,1.4348053932189941,3324000,Martes
2000-06-21,16.485489839352436,16.9517765045166,2669400,19.536597700074935,19.78385353088379,3511400,16.926628261355297,17.658710479736328,7361600,24.76783151211946,25.318227767944336,7738600,1.4188185200541505,1.4228156805038452,2536800,Miercoles
2000-06-22,16.966820120483064,16.38020133972168,1553100,19.902418441399774,19.41468048095703,2522800,17.4368651311125,16.88225746154785,5734400,25.440527709047693,24.52320098876953,5384400,1.4308083187356162,1.374855399131775,681600,Jueves
2000-06-23,16.395241191775302,16.169618606567383,1318300,19.41468315204206,19.4553279876709,2062600,17.037547609025953,16.88225746154785,3438000,24.502825452177316,24.298974990844727,4079600,1.342881778190876,1.3908418416976929,1608000,Viernes
